Russian Federation,479.41
United States,441.17
Canada,153.3
United Kingdom,93.38
Algeria,67.61
Indonesia,64.98
Norway,60
Iran Islamic Republic of,59.45
Netherlands,54.21
Uzbekistan,47.57
Turkmenistan,43.56
Malaysia,42.71
Saudi Arabia,37.32
United Arab Emirates,35.65
Mexico,34.13
Argentina,33.7
Australia,30.33
China People's Republic of,27.33
Qatar,25.95
India,25.17
Bolivarian Republic of Venezuela,24.34
Egypt,21.26
Pakistan,17.84
Thailand,16.08
Germany,15.98
Ukraine,15.66
Trinidad and Tobago,15.42
Oman,14.35
Italy,11.97
Nigeria,11.6
Romania,10.6
Brunei Darussalam,9.61
Kazakhstan,8.94
Bangladesh,8.69
Brazil,7.91
Denmark,7.6
Bahrain,7.36
Kuwait,7.11
Colombia,5.79
Myanmar,5.44
Syrian Arab Republic,5.23
Plurinational State of Bolivia,5.12
Libya,5.07
New Zealand,5.06
Azerbaijan,4.17
Poland,3.57
Japan,2.52
Hungary,2.35
Viet Nam,2.31
Tunisia,2.04
Iraq,1.93
South Africa,1.8
Croatia,1.73
Chile,1.66
Austria,1.61
France,1.45
Philippines,1.45
Côte d'Ivoire,1.29
Chinese Taipei,0.71
Ireland,0.68
Peru,0.56
Angola,0.49
Spain,0.47
Cuba,0.46
Serbia*,0.36
Turkey,0.31
Belarus,0.2
Jordan,0.19
Slovak Republic,0.15
Gabon,0.11
Czech Republic,0.11
Ecuador,0.11
Greece,0.04
Morocco,0.04
Kyrgyzstan,0.03
Tajikistan,0.03
Bulgaria,0.02
Slovenia,0.01
Albania,0.01
Israel,0.01
Georgia,0.01
,2155.95
