United States,385.95
Canada,70.22
Netherlands,61.01
United Kingdom,35.71
Romania,31.34
Algeria,27.76
Indonesia,26.52
Mexico,23.81
Norway,23.4
Saudi Arabia,15.75
Germany,15.65
Bolivarian Republic of Venezuela,13.29
Argentina,11.95
Italy,11.54
Australia,11.24
United Arab Emirates,11.09
China People's Republic of,10.82
Malaysia,9.63
Brunei Darussalam,7.53
Iran Islamic Republic of,7.19
Pakistan,6.46
Hungary,5.83
Qatar,4.81
France,4.5
Libya,4.25
Kuwait,4.13
Poland,4.13
India,4.1
Egypt,3.73
Bahrain,3.68
Trinidad and Tobago,3.62
Colombia,3.19
New Zealand,3.04
Nigeria,2.96
Thailand,2.93
Plurinational State of Bolivia,2.48
Brazil,2.18
Bangladesh,2.1
Ireland,1.99
Japan,1.96
Denmark,1.09
Chinese Taipei,1.06
Austria,1
Oman,0.91
Chile,0.81
Myanmar,0.79
Iraq,0.69
Peru,0.52
Tunisia,0.4
Albania,0.32
Czech Republic,0.24
Spain,0.23
Slovak Republic,0.17
Syrian Arab Republic,0.13
Angola,0.1
Morocco,0.08
Greece,0.07
Turkey,0.06
Israel,0.04
Gabon,0.04
Viet Nam,0.03
Belgium,0.03
Bulgaria,0.02
Switzerland,0.02
Cuba,0.01
Ghana,0
,892.33
