United States,443.22
Netherlands,73.23
Canada,63.76
United Kingdom,34.06
Romania,31.48
Germany,16.9
Mexico,11.63
Iran Islamic Republic of,11.32
Italy,11.31
China People's Republic of,10.15
Bolivarian Republic of Venezuela,9.62
Brunei Darussalam,7.49
Argentina,6.72
France,6.42
Algeria,6.24
Australia,5.65
Poland,5.56
Hungary,5.43
Kuwait,4.88
Indonesia,4.3
Libya,4.23
Saudi Arabia,3.84
Pakistan,3.81
United Arab Emirates,3.27
Norway,2.64
Japan,2.47
Austria,2.08
Bahrain,2.02
Plurinational State of Bolivia,1.86
Trinidad and Tobago,1.75
Chinese Taipei,1.61
Colombia,1.48
New Zealand,1.37
Iraq,1.31
Qatar,1.31
India,1.21
Chile,1.06
Bangladesh,0.69
Nigeria,0.67
Brazil,0.5
Peru,0.42
Czech Republic,0.36
Egypt,0.35
Slovak Republic,0.32
Albania,0.29
Malaysia,0.27
Tunisia,0.23
Myanmar,0.2
Morocco,0.07
Angola,0.06
Israel,0.05
Gabon,0.04
Belgium,0.03
Syrian Arab Republic,0.03
Bulgaria,0.01
Cuba,0.01
Ghana,0
,811.29
