Russian Federation,509.17
United States,433.28
Canada,150.79
United Kingdom,86.74
Iran Islamic Republic of,76.17
Algeria,70.41
Norway,69.82
Indonesia,65.07
Netherlands,61.57
Malaysia,50.99
Uzbekistan,48.19
Turkmenistan,47.69
Saudi Arabia,41.82
Argentina,40.1
United Arab Emirates,37.75
Mexico,36.59
Qatar,36.2
China People's Republic of,34.69
Australia,29.78
Egypt,25.84
India,25.48
Trinidad and Tobago,24.8
Pakistan,24.26
Bolivarian Republic of Venezuela,22.32
Nigeria,19.66
Thailand,17.52
Ukraine,17.17
Oman,16.04
Germany,14.54
Kazakhstan,14
Italy,10.61
Romania,10.37
Brunei Darussalam,10.26
Bangladesh,10.09
Brazil,8.98
Kuwait,8.9
Myanmar,8.61
Denmark,8.49
Plurinational State of Bolivia,8.37
Bahrain,7.41
Libya,6.58
Colombia,5.83
Syrian Arab Republic,5.1
Viet Nam,5.07
Azerbaijan,4.19
Poland,3.93
New Zealand,3.47
Japan,2.69
Hungary,2.37
Tunisia,2.2
Philippines,2.04
Croatia,1.8
Austria,1.7
South Africa,1.66
Chile,1.37
Côte d'Ivoire,1.12
Mozambique,1.12
France,1.11
Peru,0.96
Israel,0.95
Iraq,0.82
Ireland,0.69
Chinese Taipei,0.64
Angola,0.61
Turkey,0.57
Cuba,0.56
Spain,0.31
Bulgaria,0.27
Serbia*,0.26
Ecuador,0.24
Jordan,0.22
Belarus,0.2
Czech Republic,0.16
Slovak Republic,0.14
Gabon,0.12
 United Republic of,0.1
Morocco,0.05
Tajikistan,0.03
Greece,0.03
Republic of the Congo,0.02
Kyrgyzstan,0.02
Senegal,0.01
Albania,0.01
Georgia,0.01
,2301.89
